DateTime,Entries,UniqueIPs
1518293570,341,341
1518295493,334,334
1518297402,329,329
1518299817,320,320
1518301710,319,319
1518303678,321,321
1518305998,321,321
1518308002,321,321
1518309889,322,322
1518311842,322,322
1518313727,317,317
1518315907,311,311
1518317803,309,309
1518319736,303,303
1518321674,300,300
1518323838,297,297
1518325725,293,293
1518327899,291,291
1518329807,290,290
1518331969,288,288
1518333879,287,287
1518335808,284,284
1518337958,283,283
1518339917,286,286
1518341807,285,285
1518343756,283,283
1518345643,283,283
1518347580,282,282
1518349485,282,282
1518351588,287,287
1518354073,288,288
1518355971,281,281
1518357886,285,285
1518359800,285,285
1518361936,281,281
1518363862,280,280
1518365703,280,280
1518367717,288,288
1518369749,291,291
1518371564,294,294
1518373775,291,291
1518375681,286,286
1518377791,285,285
1518379958,282,282
1518382136,283,283
1518384040,283,283
1518385951,286,286
1518387871,286,286
1518390105,278,278
1518392255,280,280
1518394136,282,282
1518396042,283,283
1518398193,281,281
1518400102,278,278
1518402033,283,283
1518403963,282,282
1518405887,287,287
1518407776,292,292
1518409707,294,294
1518411680,296,296
1518413795,300,300
1518415729,301,301
1518417861,303,303
1518419813,305,305
1518421945,309,309
1518423885,309,309
1518425771,309,309
1518427966,308,308
1518429880,306,306
1518431803,306,306
1518435012,316,316
1518437090,318,318
1518439235,314,314
1518441161,310,310
1518443079,306,306
1518445012,307,307
1518446930,305,305
1518449089,315,315
1518450992,316,316
1518452915,316,316
1518455069,318,318
1518456982,312,312
1518458934,314,314
1518460949,315,315
1518462766,317,317
1518464689,317,317
1518466595,321,321
1518469511,322,322
1518471648,319,319
1518473583,318,318
1518475456,319,319
1518477415,320,320
1518479574,319,319
1518481460,322,322
1518483717,319,319
1518485570,324,324
1518487490,326,326
1518489621,325,325
1518491562,321,321
1518493455,320,320
1518495393,319,319
1518497295,321,321
1518499231,316,316
1518501132,319,319
1518503077,316,316
1518504980,317,317
1518506927,314,314
1518509917,312,312
1518511929,318,318
1518513777,321,321
1518515717,320,320
1518517684,330,330
1518519691,361,361
1518521858,399,399
1518524127,426,426
1518526251,460,460
1518528061,486,486
1518530345,520,520
1518532148,548,548
1518534234,572,572
1518536427,596,596
1518538361,624,624
1518540275,650,650
1518542215,685,685
1518544127,714,714
1518546037,730,730
1518547954,736,736
1518549878,745,745
1518551804,751,751
1518553717,749,749
1518555694,741,741
1518557798,742,742
1518559709,740,740
1518561897,743,743
1518563798,743,743
1518566391,742,742
1518569234,739,739
1518571502,740,740
1518573398,743,743
1518575356,741,741
1518577828,739,739
1518579640,738,738
1518581759,733,733
1518583692,729,729
1518585629,728,728
1518587561,721,721
1518589420,721,721
1518591685,725,725
1518593814,726,726
1518595697,728,728
1518597890,721,721
1518599811,722,722
1518601734,721,721
1518603761,716,716
1518605573,691,691
1518607467,656,656
1518609403,622,622
1518611300,598,598
1518613284,569,569
1518615133,539,539
1518617094,511,511
1518619220,521,521
1518621172,488,488
1518623061,464,464
1518625224,428,428
1518627160,399,399
1518629091,365,365
1518631005,331,331
1518632928,338,338
1518634882,320,320
1518636990,315,315
1518638930,315,315
1518641080,314,314
1518643013,313,313
1518644936,314,314
1518646843,316,316
1518648942,316,316
1518650921,323,323
1518653015,331,331
1518655021,331,331
1518656919,330,330
1518659083,330,330
1518661254,339,339
1518663161,346,346
1518665326,360,360
1518667279,373,373
1518669425,407,407
1518671327,420,420
1518673491,431,431
1518675406,436,436
1518677572,446,446
1518679475,453,453
1518681406,468,468
1518683294,477,477
1518685288,486,486
1518687161,497,497
1518689335,507,507
1518691234,524,524
1518693165,524,524
1518695058,522,522
1518697410,528,528
1518699689,532,532
1518701598,541,541
1518703476,543,543
1518705416,529,529
1518707320,502,502
1518709277,508,508
1518711162,513,513
1518713344,514,514
1518715218,520,520
1518717192,524,524
1518719346,518,518
1518721301,519,519
1518723268,518,518
1518725087,516,516
1518726976,525,525
1518728944,526,526
1518730839,530,530
1518733009,527,527
1518734932,529,529
1518736991,524,524
1518739392,515,515
1518741404,513,513
1518743348,512,512
1518745235,509,509
1518747158,509,509
1518749072,503,503
1518751000,503,503
1518753159,493,493
1518755079,466,466
1518757305,457,457
1518759317,453,453
1518761542,442,442
1518763363,440,440
1518765400,438,438
1518767355,434,434
1518769237,438,438
1518771288,448,448
1518773287,444,444
1518775472,447,447
1518777402,439,439
1518779743,453,453
1518781701,463,463
1518783591,471,471
1518785545,474,474
1518787736,478,478
1518789684,495,495
1518791574,498,498
1518793490,511,511
1518796420,518,518
1518798298,527,527
1518800237,533,533
1518802168,537,537
1518804311,547,547
1518806236,560,560
1518808105,568,568
1518810025,576,576
1518812221,585,585
1518814133,590,590
1518816300,603,603
1518818204,618,618
1518820145,625,625
1518822299,626,626
1518824237,638,638
1518826359,641,641
1518828284,650,650
1518830249,653,653
1518832119,657,657
1518834319,660,660
1518836181,670,670
1518838357,667,667
1518840272,668,668
1518842196,670,670
1518844120,672,672
1518846022,675,675
1518847949,681,681
1518849867,682,682
1518851793,683,683
1518853711,679,679
1518855632,671,671
1518857547,663,663
1518859466,655,655
1518861389,655,655
1518863317,659,659
1518865468,662,662
1518867395,658,658
1518869428,669,669
1518871485,675,675
1518873747,685,685
1518875880,697,697
1518877969,686,686
1518879869,675,675
1518882041,670,670
1518883957,672,672
1518886076,669,669
1518888012,677,677
1518889935,673,673
1518891875,674,674
1518894226,714,714
1518896172,748,748
1518898057,765,765
1518900039,764,764
1518902215,757,757
1518904129,764,764
1518906291,773,773
1518908200,779,779
1518910954,787,787
1518912768,797,797
1518914680,796,796
1518916608,803,803
1518918767,804,804
1518920657,808,808
1518922876,969,969
1518925154,1098,1098
1518927399,1151,1151
1518929331,1156,1156
1518931224,1163,1163
1518933163,1163,1163
1518935061,1164,1164
1518936997,1168,1168
1518938916,1183,1183
1518941040,1198,1198
1518942972,1208,1208
1518944896,1213,1213
1518947862,1212,1212
1518949703,1211,1211
1518951689,1220,1220
1518953564,1206,1206
1518955494,1206,1206
1518957626,1205,1205
1518959559,1199,1199
1518962566,1187,1187
1518964725,1192,1192
1518966657,1198,1198
1518968554,1196,1196
1518970501,1195,1195
1518972637,1204,1204
1518974445,1201,1201
1518976489,1215,1215
1518978749,1210,1210
1518980669,1199,1199
1518982603,1184,1184
1518984499,1171,1171
1518986427,1172,1172
1518988359,1165,1165
1518990289,1143,1143
1518992217,1131,1131
1518994108,1124,1124
1518996638,1109,1109
1518998682,1099,1099
1519000601,1098,1098
1519002519,1093,1093
1519004433,1097,1097
1519006358,1091,1091
1519008271,907,907
1519010190,796,796
1519012108,776,776
1519014030,727,727
1519015953,735,735
1519017872,735,735
1519019786,738,738
1519021730,743,743
1519023678,746,746
1519025564,732,732
1519027473,722,722
1519029393,720,720
1519031315,771,771
1519033231,790,790
1519035396,791,791
1519037320,784,784
1519039215,801,801
1519041138,808,808
1519042952,797,797
1519045273,800,800
1519047409,793,793
1519049324,794,794
1519051242,796,796
1519053144,801,801
1519055085,803,803
1519057012,799,799
1519059161,797,797
1519061064,801,801
1519062977,799,799
1519065233,803,803
1519067103,801,801
1519069262,799,799
1519071402,797,797
1519074307,812,812
1519076437,817,817
