DateTime,Entries,UniqueIPs
1518792029,2000,2000
1518793033,1633,1633
1518793964,645,645
1518795138,461,461
1518796892,411,411
1518798290,410,410
1518799247,396,396
1518800228,434,434
1518801145,462,462
1518802160,511,511
1518803064,502,502
1518804302,495,495
1518805263,548,548
1518806227,572,572
1518807386,603,603
1518808352,641,641
1518809356,672,672
1518810292,676,676
1518811580,675,675
1518812664,685,685
1518813613,700,700
1518814644,796,796
1518815800,856,856
1518816774,976,976
1518817720,1004,1004
1518818708,1006,1006
1518819644,973,973
1518820599,983,983
1518821545,995,995
1518822786,1038,1038
1518824228,1069,1069
1518825414,1039,1039
1518826350,972,972
1518827330,849,849
1518828275,828,828
1518829231,878,878
1518830239,889,889
1518831161,1229,1229
1518832109,1308,1308
1518833071,1282,1282
1518834309,1288,1288
1518835249,1275,1275
1518836173,1282,1282
1518837172,1306,1306
1518838348,1333,1333
1518839346,1326,1326
1518840261,1410,1410
1518841221,1430,1430
1518842186,1155,1155
1518843154,1176,1176
1518844111,1288,1288
1518845056,2000,2000
1518846012,2000,2000
1518846974,2000,2000
1518847940,2000,2000
1518848896,2000,2000
1518849857,2000,2000
1518850830,2000,2000
1518851782,2000,2000
1518852743,2000,2000
1518853700,2000,2000
1518854673,2000,2000
1518855622,2000,2000
1518856580,2000,2000
1518857537,2000,2000
1518858504,2000,2000
1518859456,2000,2000
1518860417,2000,2000
1518861379,2000,2000
1518862340,2000,2000
1518863307,2000,2000
1518864273,2000,2000
1518865458,2000,2000
1518866419,2000,2000
1518867385,2000,2000
1518868334,2000,2000
1518869419,2000,2000
1518870523,2000,2000
1518871476,2000,2000
1518872443,2000,2000
1518873620,2000,2000
1518874576,2000,2000
1518875535,2000,2000
1518877002,2000,2000
1518877958,2000,2000
1518878916,2000,2000
1518879861,2000,2000
1518882540,2000,2000
1518883460,2000,2000
1518884421,2000,2000
1518885393,2000,2000
1518886369,2000,2000
1518887297,2000,2000
1518888260,2000,2000
1518889219,2000,2000
1518890461,2000,2000
1518891375,2000,2000
1518892349,2000,2000
1518893556,2000,2000
1518894533,2000,2000
1518895455,2000,2000
1518896420,2000,2000
1518897401,2000,2000
1518898476,2000,2000
1518899533,2000,2000
1518900496,2000,2000
1518901468,2000,2000
1518902659,2000,2000
1518903613,2000,2000
1518904578,2000,2000
1518905534,2000,2000
1518906751,2000,2000
1518907692,2000,2000
1518908664,2000,2000
1518909878,2000,2000
1518910946,2000,2000
1518912279,2000,2000
1518913217,2000,2000
1518914185,2000,2000
1518915139,2000,2000
1518916110,2000,2000
1518917054,2000,2000
1518918258,2000,2000
1518919222,2000,2000
1518920177,2000,2000
1518921398,2000,2000
1518922334,2000,2000
1518923308,2000,2000
1518924258,2000,2000
1518925479,2000,2000
1518926424,2000,2000
1518927391,2000,2000
1518928339,2000,2000
1518929306,2000,2000
1518930261,2000,2000
1518931217,2000,2000
1518932175,2000,2000
1518933156,2000,2000
1518934096,2000,2000
1518935054,2000,2000
1518936258,2000,2000
1518937484,2000,2000
1518938411,2000,2000
1518939373,2000,2000
1518940354,2000,2000
1518941322,2000,2000
1518942260,2000,2000
1518943215,2000,2000
1518944182,2000,2000
1518945405,2000,2000
1518946340,2000,2000
1518948297,2000,2000
1518949232,2000,2000
1518950178,2000,2000
1518951137,2000,2000
1518952116,2000,2000
1518953061,2000,2000
1518954020,2000,2000
1518954978,2000,2000
1518956060,2000,2000
1518957143,2000,2000
1518958095,2000,2000
1518959068,2000,2000
1518960032,2000,2000
1518960992,2000,2000
1518961955,2000,2000
1518962999,2000,2000
1518964100,2000,2000
1518965073,2000,2000
1518966015,2000,2000
1518966987,2000,2000
1518967959,2000,2000
1518968919,2000,2000
1518969860,2000,2000
1518970817,2000,2000
1518972035,2000,2000
1518972995,2000,2000
1518973937,2000,2000
1518974891,2000,2000
1518975878,2000,2000
1518976843,2000,2000
1518977777,2000,2000
1518978741,2000,2000
1518979714,2000,2000
1518980662,2000,2000
1518981619,2000,2000
1518982595,2000,2000
1518983535,2000,2000
1518984491,2000,2000
1518985459,2000,2000
1518986419,2000,2000
1518987377,2000,2000
1518988350,2000,2000
1518989292,2000,2000
1518990281,2000,2000
1518991246,2000,2000
1518992208,2000,2000
1518993136,2000,2000
1518994099,2000,2000
1518996604,2000,2000
1518997696,2000,2000
1518998674,2000,2000
1518999617,2000,2000
1519000592,2000,2000
1519001537,2000,2000
1519002510,2000,2000
1519003457,2000,2000
1519004421,2000,2000
1519005379,2000,2000
1519006347,2000,2000
1519007293,2000,2000
1519008261,2000,2000
1519009234,2000,2000
1519010181,2000,2000
1519011135,2000,2000
1519012098,2000,2000
1519013065,2000,2000
1519014021,2000,2000
1519014982,2000,2000
1519015943,2000,2000
1519016907,2000,2000
1519017863,2000,2000
1519018814,2000,2000
1519019777,2000,2000
1519020737,2000,2000
1519021722,2000,2000
1519022661,2000,2000
1519023624,2000,2000
1519024581,2000,2000
1519025557,2000,2000
1519026492,2000,2000
1519027465,2000,2000
1519028421,2000,2000
1519029385,2000,2000
1519030338,2000,2000
1519031307,2000,2000
1519032254,2000,2000
1519033223,2000,2000
1519034190,2000,2000
1519035388,2000,2000
1519036334,2000,2000
1519037313,2000,2000
1519038506,2000,2000
1519039457,2000,2000
1519040424,2000,2000
1519041389,2000,2000
1519042462,2000,2000
1519043784,2000,2000
1519044743,2000,2000
1519045715,2000,2000
1519046905,2000,2000
1519047864,2000,2000
1519048820,2000,2000
1519049792,2000,2000
1519050744,2000,2000
1519051706,2000,2000
1519052658,2000,2000
1519053636,2000,2000
1519054579,2000,2000
1519055543,2000,2000
1519056509,2000,2000
1519057459,2000,2000
1519058659,2000,2000
1519059635,2000,2000
1519060582,2000,2000
1519061813,2000,2000
1519062733,2000,2000
1519063701,2000,2000
1519064681,2000,2000
1519065617,2000,2000
1519066571,2000,2000
1519067543,2000,2000
1519068492,2000,2000
1519069485,2000,2000
1519070421,2000,2000
1519071394,2000,2000
1519072337,2000,2000
1519074874,2000,2000
1519075946,2000,2000
1519076894,2000,2000
1519077865,2000,2000
1519078864,2000,2000
1519080028,2000,2000
1519080978,2000,2000
1519081937,2000,2000
1519083326,2000,2000
1519084349,2000,2000
1519085298,2000,2000
1519086521,2000,2000
1519087457,2000,2000
1519088420,2000,2000
1519089381,2000,2000
1519090355,2000,2000
1519091296,2000,2000
1519092268,2000,2000
1519093215,2000,2000
